CODIGO_PRODUTO,GIRO_MEDIO_DIAS,TOTAL_ENTRADAS,GIRO_MEDIO_MESES,CLASSIFICACAO_GIRO,2023,2024,2025,2026,TENDENCIA,TENDENCIA_PERC
CM000874,165.5,3,5.516666666666667,BAIXO,0.0,0.16666666666666666,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667
CM000899,157.0,2,5.233333333333333,BAIXO,0.0,0.0,0.5,0.0,0.5,0.5
CM000907,3.0,2,0.1,ALTO,0.0,8.333333333333334,0.0,0.0,0.0,0.0
CM001011,158.75,5,5.291666666666667,BAIXO,1.1666666666666667,1.1666666666666667,0.5,0.0,-0.6666666666666667,-0.5714285714285715
CM001026,140.66666666666666,7,4.688888888888888,BAIXO,8.0,7.0,8.0,0.0,0.0,0.0
CM001029,154.5,7,5.15,BAIXO,10.0,8.0,8.0,0.0,-2.0,-0.2
CM001030,55.8421052631579,20,1.8614035087719298,MEDIO,28.833333333333332,40.333333333333336,26.0,0.0,-2.833333333333332,-0.09826589595375719
CM001031,142.0,8,4.733333333333333,BAIXO,11.0,8.0,7.0,0.0,-4.0,-0.36363636363636365
CM001032,154.16666666666666,7,5.138888888888888,BAIXO,8.0,3.3333333333333335,6.083333333333333,0.0,-1.916666666666667,-0.23958333333333337
CM001033,158.5,7,5.283333333333333,BAIXO,7.666666666666667,2.0,6.0,0.0,-1.666666666666667,-0.2173913043478261
CM001055,157.25,5,5.241666666666666,BAIXO,0.8333333333333334,7.5,20.0,0.0,19.166666666666668,23.0
CM001065,128.0,2,4.266666666666667,BAIXO,0.0,6.666666666666667,0.0,0.0,0.0,0.0
CM001066,113.0,4,3.7666666666666666,BAIXO,2.5,10.0,0.0,0.0,-2.5,-1.0
CM001071,129.5,5,4.316666666666666,BAIXO,7.5,7.5,0.0,0.0,-7.5,-1.0
CM001072,131.33333333333334,4,4.377777777777778,BAIXO,9.166666666666666,2.9166666666666665,0.0,0.0,-9.166666666666666,-1.0
CM001073,131.33333333333334,4,4.377777777777778,BAIXO,2.5,2.9166666666666665,0.0,0.0,-2.5,-1.0
