CODIGO_PRODUTO,2023,2024,2025,TARGET_2025,COMPROU_2023,COMPROU_2024,COMPROU_2025,ANOS_COM_COMPRA,CLASSE_PRODUTO,PREVISAO_MENSAL_2026,PREVISAO_ANUAL_2026,ORIGEM_PREVISAO
CM004795,1.0833333333333333,0.0,2.0,2.0,1,0,1,2,RECORRENTE,1.9998770354453013,23.998524425343614,MODELO_ML
CM004797,0.8333333333333334,1.6666666666666667,0.8333333333333334,0.8333333333333334,1,1,1,3,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM004799,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004801,0.0,0.0,2.0,2.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004802,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004803,0.0,0.0,0.75,0.75,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004804,0.0,0.0,2.25,2.25,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004805,0.3333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004808,0.0,0.75,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004809,8.333333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004814,0.0,0.0,2.0,2.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004815,0.5,0.0,0.3333333333333333,0.3333333333333333,1,0,1,2,RECORRENTE,0.33344784464538496,4.001374135744619,MODELO_ML
CM004816,1.8333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004817,1.8333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004818,1.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004821,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004822,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004823,0.0,0.25,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004829,0.0,0.0,2.0,2.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004830,0.0,4.166666666666667,3.333333333333333,3.333333333333333,0,1,1,2,RECORRENTE,3.3194249531111364,39.83309943733364,MODELO_ML
CM004832,3.0,0.0,3.0,3.0,1,0,1,2,RECORRENTE,2.9647927132935146,35.57751255952218,MODELO_ML
CM004834,0.0,0.0,1.0,1.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004837,0.0,0.0,4.166666666666667,4.166666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004842,0.0,0.0,1.6666666666666667,1.6666666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004843,8.333333333333334,0.0,8.333333333333334,8.333333333333334,1,0,1,2,RECORRENTE,8.333621067595761,100.00345281114913,MODELO_ML
CM004844,8.333333333333334,0.0,16.666666666666668,16.666666666666668,1,0,1,2,RECORRENTE,16.66675842178725,200.001101061447,MODELO_ML
CM004855,1.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004856,0.0,0.4166666666666667,2.25,2.25,0,1,1,2,RECORRENTE,2.26530768322856,27.18369219874272,MODELO_ML
CM004863,0.0,0.3333333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004864,2.083333333333333,3.333333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM004868,4.166666666666667,0.0,4.166666666666667,4.166666666666667,1,0,1,2,RECORRENTE,4.168213089033409,50.01855706840091,MODELO_ML
CM004872,0.0,0.0,16.666666666666668,16.666666666666668,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004873,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004874,50.0,83.33333333333333,133.33333333333334,133.33333333333334,1,1,1,3,RECORRENTE,133.32450227801112,1599.8940273361336,MODELO_ML
CM004875,0.0,0.0,0.8333333333333334,0.8333333333333334,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004876,0.0,0.0,1.0,1.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004881,0.8333333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004887,1.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM004888,0.0,0.0,0.8333333333333334,0.8333333333333334,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004889,0.0,0.0,0.8333333333333334,0.8333333333333334,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004890,0.0,0.3333333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004891,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM004893,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004896,0.0,1.6666666666666667,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004899,0.0,1.25,2.5,2.5,0,1,1,2,RECORRENTE,2.492033815907361,29.904405790888333,MODELO_ML
CM004900,0.25,0.1666666666666666,0.25,0.25,1,1,1,3,RECORRENTE,0.2514389958034469,3.0172679496413632,MODELO_ML
CM004901,2.5,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004902,0.0,1.25,0.1666666666666666,0.1666666666666666,0,1,1,2,RECORRENTE,0.16818969645100687,2.0182763574120823,MODELO_ML
CM004905,0.8333333333333334,4.166666666666667,2.9166666666666665,2.9166666666666665,1,1,1,3,RECORRENTE,2.914575250393283,34.974903004719394,MODELO_ML
CM004909,5.0,5.166666666666667,5.166666666666667,5.166666666666667,1,1,1,3,RECORRENTE,5.1416168401534605,61.69940208184153,MODELO_ML
CM004912,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,1,1,1,3,RECORRENTE,3.3194249531111364,39.83309943733364,MODELO_ML
CM004913,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004914,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004915,0.0,1.6666666666666667,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004916,2.0,0.0,9.0,9.0,1,0,1,2,RECORRENTE,9.132945731861223,109.59534878233468,MODELO_ML
CM004917,6.25,12.5,10.416666666666666,10.416666666666666,1,1,1,3,RECORRENTE,10.784980087834413,129.41976105401295,MODELO_ML
CM004919,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004923,5.166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004928,0.0,1.6666666666666667,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004929,0.0,1.6666666666666667,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004930,1.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004931,0.0,0.0,1.6666666666666667,1.6666666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004932,1.6666666666666667,1.6666666666666667,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM004933,6.25,11.25,11.25,11.25,1,1,1,3,RECORRENTE,10.986083035721796,131.83299642866154,MODELO_ML
CM004935,6.25,5.0,17.5,17.5,1,1,1,3,RECORRENTE,17.360053740628054,208.32064488753664,MODELO_ML
CM004936,1.0,0.0,1.6666666666666667,1.6666666666666667,1,0,1,2,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM004937,1.0,0.0,1.6666666666666667,1.6666666666666667,1,0,1,2,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM004939,4.25,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004940,4.166666666666667,4.166666666666667,7.916666666666667,7.916666666666667,1,1,1,3,RECORRENTE,8.011791076245773,96.14149291494928,MODELO_ML
CM004941,4.166666666666667,4.166666666666667,7.083333333333333,7.083333333333333,1,1,1,3,RECORRENTE,7.091186940623184,85.0942432874782,MODELO_ML
CM004942,25.0,0.0,33.333333333333336,33.333333333333336,1,0,1,2,RECORRENTE,33.333174823281134,399.99809787937363,MODELO_ML
CM004943,0.0,16.666666666666668,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004945,0.0,5.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004946,0.0,0.25,0.6666666666666666,0.6666666666666666,0,1,1,2,RECORRENTE,0.6645043759391266,7.9740525112695195,MODELO_ML
CM004948,2.0,4.0,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM004949,0.0166666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004950,0.0,0.0,2.0,2.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004952,25.0,20.0,18.166666666666668,18.166666666666668,1,1,1,3,RECORRENTE,18.132292049470454,217.58750459364546,MODELO_ML
CM004954,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004955,0.0,1.0,0.5,0.5,0,1,1,2,RECORRENTE,0.5010259684836577,6.012311621803892,MODELO_ML
CM004956,0.0,1.0,1.0,1.0,0,1,1,2,RECORRENTE,1.0002738424367552,12.003286109241063,MODELO_ML
CM004957,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004958,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004959,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004962,0.4166666666666667,0.3333333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM004963,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004964,0.0166666666666666,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM004966,0.0,0.0,0.1333333333333333,0.1333333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004967,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,1,0,1,2,RECORRENTE,0.16818969645100687,2.0182763574120823,MODELO_ML
CM004968,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004979,0.0,0.3333333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004980,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004982,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004983,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004993,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004995,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004997,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004998,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM004999,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005001,0.0833333333333333,0.0,0.1666666666666666,0.1666666666666666,1,0,1,2,RECORRENTE,0.16818969645100687,2.0182763574120823,MODELO_ML
CM005002,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005007,0.5,0.0,0.1666666666666666,0.1666666666666666,1,0,1,2,RECORRENTE,0.16818969645100687,2.0182763574120823,MODELO_ML
CM005008,0.0,0.0,0.0833333333333333,0.0833333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005011,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005012,0.5,0.0,0.1666666666666666,0.1666666666666666,1,0,1,2,RECORRENTE,0.16818969645100687,2.0182763574120823,MODELO_ML
CM005013,0.0833333333333333,0.0,0.5,0.5,1,0,1,2,RECORRENTE,0.5010259684836577,6.012311621803892,MODELO_ML
CM005014,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005017,8.333333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005018,13.333333333333334,12.5,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005019,0.0,0.8333333333333334,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005020,0.1666666666666666,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005022,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005024,0.0,0.25,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005025,0.0,0.25,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005030,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005033,0.0,0.8333333333333334,2.083333333333333,2.083333333333333,0,1,1,2,RECORRENTE,2.0818822382617252,24.982586859140703,MODELO_ML
CM005035,729.1666666666666,287.9166666666667,292.5,292.5,1,1,1,3,RECORRENTE,292.47012905690696,3509.6415486828837,MODELO_ML
CM005036,3.333333333333333,3.333333333333333,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM005037,11.0,8.666666666666666,10.0,10.0,1,1,1,3,RECORRENTE,9.971755717712712,119.66106861255255,MODELO_ML
CM005038,17.666666666666668,15.0,22.666666666666668,22.666666666666668,1,1,1,3,RECORRENTE,22.778603716035427,273.3432445924251,MODELO_ML
CM005039,4.0,3.0,3.333333333333333,3.333333333333333,1,1,1,3,RECORRENTE,3.3194249531111364,39.83309943733364,MODELO_ML
CM005041,2.333333333333333,3.9166666666666665,3.333333333333333,3.333333333333333,1,1,1,3,RECORRENTE,3.3194249531111364,39.83309943733364,MODELO_ML
CM005045,4.0,4.0,2.0,2.0,1,1,1,3,RECORRENTE,1.9998770354453013,23.998524425343614,MODELO_ML
CM005047,0.0,5.833333333333333,6.833333333333333,6.833333333333333,0,1,1,2,RECORRENTE,7.087816388315219,85.05379665978263,MODELO_ML
CM005048,0.8333333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005049,0.0,2.5,3.75,3.75,0,1,1,2,RECORRENTE,3.8629876966147236,46.355852359376684,MODELO_ML
CM005050,0.0,4.0,14.5,14.5,0,1,1,2,RECORRENTE,14.134036952780692,169.6084434333683,MODELO_ML
CM005051,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005052,0.0,4.0,2.5,2.5,0,1,1,2,RECORRENTE,2.492033815907361,29.904405790888333,MODELO_ML
CM005055,1.25,2.083333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005056,0.0,2.083333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005057,1.6666666666666667,3.333333333333333,2.0,2.0,1,1,1,3,RECORRENTE,1.9998770354453013,23.998524425343614,MODELO_ML
CM005058,1.3333333333333333,1.5,2.083333333333333,2.083333333333333,1,1,1,3,RECORRENTE,2.0818822382617252,24.982586859140703,MODELO_ML
CM005061,0.0,0.0083333333333333,0.8333333333333334,0.8333333333333334,0,1,1,2,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM005068,4.0,8.0,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005069,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005075,0.6666666666666666,0.0,0.8333333333333334,0.8333333333333334,1,0,1,2,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM005078,5.0,0.0,0.5,0.5,1,0,1,2,RECORRENTE,0.5010259684836577,6.012311621803892,MODELO_ML
CM005079,2.5,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005080,0.0,1.0,1.0,1.0,0,1,1,2,RECORRENTE,1.0002738424367552,12.003286109241063,MODELO_ML
CM005081,1.3333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005082,0.0,1.3333333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005084,0.0,0.1666666666666666,1.3333333333333333,1.3333333333333333,0,1,1,2,RECORRENTE,1.3444206086504669,16.133047303805604,MODELO_ML
CM005086,1.0,2.5,2.0,2.0,1,1,1,3,RECORRENTE,1.9998770354453013,23.998524425343614,MODELO_ML
CM005087,1.0,2.0,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005088,4.166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005089,1.6666666666666667,1.8333333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005090,0.0,2.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005091,2.9166666666666665,2.083333333333333,3.25,3.25,1,1,1,3,RECORRENTE,3.3194249531111364,39.83309943733364,MODELO_ML
CM005092,3.333333333333333,3.75,2.5,2.5,1,1,1,3,RECORRENTE,2.492033815907361,29.904405790888333,MODELO_ML
CM005093,0.0,1.6666666666666667,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005094,1.25,2.6666666666666665,5.0,5.0,1,1,1,3,RECORRENTE,4.998750842916278,59.98501011499534,MODELO_ML
CM005096,0.6666666666666666,0.0,0.8333333333333334,0.8333333333333334,1,0,1,2,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM005099,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005100,25.0,25.0,8.333333333333334,8.333333333333334,1,1,1,3,RECORRENTE,8.328803578363603,99.94564294036323,MODELO_ML
CM005101,2.5,3.333333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005102,0.0,0.8333333333333334,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005103,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005104,2.5,6.666666666666667,7.083333333333333,7.083333333333333,1,1,1,3,RECORRENTE,7.090560207986319,85.08672249583583,MODELO_ML
CM005106,1.25,1.6666666666666667,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005107,0.0,0.0,0.0833333333333333,0.0833333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005108,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005109,0.1666666666666666,1.25,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005110,0.8333333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005111,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005112,0.0,0.0,0.8333333333333334,0.8333333333333334,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005114,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005115,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005118,0.0,26.666666666666668,25.0,25.0,0,1,1,2,RECORRENTE,24.982514441290427,299.79017329548515,MODELO_ML
CM005120,5.083333333333333,1.5,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005121,2.5,4.166666666666667,15.0,15.0,1,1,1,3,RECORRENTE,15.100700866863463,181.20841040236155,MODELO_ML
CM005124,0.0,0.25,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005130,3.75,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005131,0.0,0.0,6.25,6.25,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005134,0.1666666666666666,0.2916666666666667,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005137,83.33333333333333,100.0,129.16666666666666,129.16666666666666,1,1,1,3,RECORRENTE,129.15911531185787,1549.9093837422945,MODELO_ML
CM005147,0.0166666666666666,0.0333333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005148,0.0,0.0,0.5,0.5,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005149,1.0,0.0,0.5,0.5,1,0,1,2,RECORRENTE,0.5010259684836577,6.012311621803892,MODELO_ML
CM005163,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005164,0.0833333333333333,0.1666666666666666,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005165,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005166,0.125,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005174,0.0,8.333333333333334,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005176,0.0,29.0,23.0,23.0,0,1,1,2,RECORRENTE,22.831915397603787,273.98298477124547,MODELO_ML
CM005177,0.0,10.0,5.0,5.0,0,1,1,2,RECORRENTE,4.996836031781648,59.96203238137977,MODELO_ML
CM005178,0.0,0.0,5.0,5.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005179,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005182,0.0,2.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005194,2.5,0.0,1.4166666666666667,1.4166666666666667,1,0,1,2,RECORRENTE,1.3982825148120812,16.779390177744975,MODELO_ML
CM005195,0.0,0.6666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005198,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005200,0.0,0.0,1.0,1.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005206,5.75,1.25,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM005210,0.0,0.8333333333333334,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005214,0.0833333333333333,0.5833333333333334,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM005215,1.25,1.25,0.8333333333333334,0.8333333333333334,1,1,1,3,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM005220,0.0,0.0,0.5,0.5,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005221,1.6666666666666667,0.8333333333333334,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM005222,0.3333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005226,0.0,0.0,1.6666666666666667,1.6666666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005227,1.25,0.0,1.25,1.25,1,0,1,2,RECORRENTE,1.2476301822191425,14.97156218662971,MODELO_ML
CM005228,0.0,1.0,1.6666666666666667,1.6666666666666667,0,1,1,2,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM005229,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005230,0.0,0.0,1.6666666666666667,1.6666666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005231,0.0,1.0,1.6666666666666667,1.6666666666666667,0,1,1,2,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM005232,0.0,4.0,5.0,5.0,0,1,1,2,RECORRENTE,4.998750842916278,59.98501011499534,MODELO_ML
CM005234,0.0,0.4166666666666667,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005240,2.5,4.166666666666667,2.5,2.5,1,1,1,3,RECORRENTE,2.492033815907361,29.904405790888333,MODELO_ML
CM005241,0.0,0.0,1.6666666666666667,1.6666666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005245,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005248,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005249,1.25,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM005253,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
