CODIGO_PRODUTO,2023,2024,2025,TARGET_2025,COMPROU_2023,COMPROU_2024,COMPROU_2025,ANOS_COM_COMPRA,CLASSE_PRODUTO,PREVISAO_MENSAL_2026,PREVISAO_ANUAL_2026,ORIGEM_PREVISAO
CM000012,0.0,0.0,1.25,1.25,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000023,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000028,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000034,0.0,0.0,3.333333333333333,3.333333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000037,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000057,0.0,0.0,2.5,2.5,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000059,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000062,0.0,0.0,2.083333333333333,2.083333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000068,0.0,0.0,2.083333333333333,2.083333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000069,0.0,0.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000073,0.0,0.0,0.25,0.25,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000074,0.0,0.0,1.25,1.25,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000090,0.0,0.0,2.5,2.5,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000109,0.8333333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000120,0.8333333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000121,0.0,2.5,2.5,2.5,0,1,1,2,RECORRENTE,2.492033815907361,29.904405790888333,MODELO_ML
CM000158,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000185,0.0,0.0,1.5833333333333333,1.5833333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000253,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000277,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000338,3.75,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000341,15.416666666666666,8.333333333333334,8.75,8.75,1,1,1,3,RECORRENTE,8.415759145131885,100.98910974158261,MODELO_ML
CM000343,0.4166666666666667,0.4166666666666667,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000345,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000350,1.3333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000354,0.0,4.166666666666667,6.666666666666667,6.666666666666667,0,1,1,2,RECORRENTE,6.686668719076283,80.24002462891539,MODELO_ML
CM000355,6.333333333333333,8.333333333333334,17.5,17.5,1,1,1,3,RECORRENTE,17.358441435609855,208.30129722731826,MODELO_ML
CM000362,21.0,1.5,22.125,22.125,1,1,1,3,RECORRENTE,21.90764821879743,262.89177862556915,MODELO_ML
CM000376,4.166666666666667,3.333333333333333,2.4166666666666665,2.4166666666666665,1,1,1,3,RECORRENTE,2.426475017666729,29.11770021200075,MODELO_ML
CM000377,137.5,66.66666666666667,0.0,0.0,1,1,0,2,RECORRENTE,0.0048864587009211915,0.058637504411054295,MODELO_ML
CM000383,10.0,6.666666666666667,6.666666666666667,6.666666666666667,1,1,1,3,RECORRENTE,6.686041986439418,80.23250383727301,MODELO_ML
CM000384,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000385,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0,1,1,2,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM000387,0.9166666666666666,0.8333333333333334,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000388,0.0,7.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000390,0.0,0.3333333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000391,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000394,5.0,2.5,2.5,2.5,1,1,1,3,RECORRENTE,2.492033815907361,29.904405790888333,MODELO_ML
CM000395,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000398,4.166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000399,0.0,3.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000401,4.166666666666667,1.6666666666666667,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000403,1.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000405,1.5,0.0,0.4166666666666667,0.4166666666666667,1,0,1,2,RECORRENTE,0.4210002141094873,5.0520025693138475,MODELO_ML
CM000406,66.66666666666667,66.66666666666667,63.333333333333336,63.333333333333336,1,1,1,3,RECORRENTE,63.81061091276379,765.7273309531655,MODELO_ML
CM000415,0.0,0.0,8.333333333333334,8.333333333333334,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000418,1.0,0.0,2.5,2.5,1,0,1,2,RECORRENTE,2.4937942029652125,29.92553043558255,MODELO_ML
CM000419,0.0,1.0,1.0,1.0,0,1,1,2,RECORRENTE,1.0002738424367552,12.003286109241063,MODELO_ML
CM000420,0.9291666666666668,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000423,0.0,0.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000424,0.0,0.0,1.25,1.25,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000426,83.33333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000428,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000429,0.0,0.0,0.0416666666666666,0.0416666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000430,1.5,1.5,3.0,3.0,1,1,1,3,RECORRENTE,2.962080741316853,35.544968895802235,MODELO_ML
CM000431,0.0,16.666666666666668,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000436,0.0,2.833333333333333,0.5,0.5,0,1,1,2,RECORRENTE,0.5010259684836577,6.012311621803892,MODELO_ML
CM000437,20.0,22.0,17.5,17.5,1,1,1,3,RECORRENTE,17.357153357112086,208.28584028534505,MODELO_ML
CM000438,1.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000443,1.25,2.9166666666666665,2.5,2.5,1,1,1,3,RECORRENTE,2.492033815907361,29.904405790888333,MODELO_ML
CM000444,4.75,3.333333333333333,10.833333333333334,10.833333333333334,1,1,1,3,RECORRENTE,10.833378339913668,130.00054007896404,MODELO_ML
CM000478,0.0,2.5,6.25,6.25,0,1,1,2,RECORRENTE,6.303161419135726,75.63793702962872,MODELO_ML
CM000479,0.0,4.166666666666667,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000480,3.333333333333333,2.0,1.0,1.0,1,1,1,3,RECORRENTE,1.0002738424367552,12.003286109241063,MODELO_ML
CM000481,2.0,2.0,6.0,6.0,1,1,1,3,RECORRENTE,5.8792578077303475,70.55109369276417,MODELO_ML
CM000483,0.8333333333333334,1.25,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000516,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000518,0.3333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000527,0.5833333333333334,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000536,0.0,0.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000537,1.25,1.25,1.8333333333333333,1.8333333333333333,1,1,1,3,RECORRENTE,1.8376984559713736,22.05238147165648,MODELO_ML
CM000588,1.0,2.5,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000594,4.166666666666667,4.166666666666667,10.833333333333334,10.833333333333334,1,1,1,3,RECORRENTE,10.833378339913668,130.00054007896404,MODELO_ML
CM000603,0.0,0.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000607,0.0,0.0,1.6666666666666667,1.6666666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000608,14.0,2.0,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000609,0.0,4.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000610,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000618,1.25,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000628,0.0,0.0,0.0833333333333333,0.0833333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000630,4.083333333333333,1.0833333333333333,0.4166666666666667,0.4166666666666667,1,1,1,3,RECORRENTE,0.4210002141094873,5.0520025693138475,MODELO_ML
CM000631,0.25,0.0,0.1666666666666666,0.1666666666666666,1,0,1,2,RECORRENTE,0.16818969645100687,2.0182763574120823,MODELO_ML
CM000636,1.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000638,0.0,0.0,4.166666666666667,4.166666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000640,1.6666666666666667,1.6666666666666667,0.8333333333333334,0.8333333333333334,1,1,1,3,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM000641,3.0,8.0,4.583333333333333,4.583333333333333,1,1,1,3,RECORRENTE,4.566580702061082,54.79896842473299,MODELO_ML
CM000642,16.0,12.0,8.0,8.0,1,1,1,3,RECORRENTE,8.009876265111144,96.11851518133372,MODELO_ML
CM000644,0.5,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000645,4.166666666666667,7.5,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM000646,5.0,3.75,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM000647,1.6666666666666667,2.083333333333333,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM000648,0.8333333333333334,0.0,0.4166666666666667,0.4166666666666667,1,0,1,2,RECORRENTE,0.4210002141094873,5.0520025693138475,MODELO_ML
CM000649,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000650,0.0,0.0,1.0,1.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000651,0.0,0.0,6.0,6.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000652,10.0,10.0,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000654,0.0,10.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000655,0.0,10.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000657,4.0,5.0,4.0,4.0,1,1,1,3,RECORRENTE,3.996756706006041,47.961080472072496,MODELO_ML
CM000658,4.0,5.0,4.0,4.0,1,1,1,3,RECORRENTE,3.996756706006041,47.961080472072496,MODELO_ML
CM000660,36.16666666666666,5.5,8.333333333333334,8.333333333333334,1,1,1,3,RECORRENTE,8.330282362982233,99.9633883557868,MODELO_ML
CM000661,62.833333333333336,58.333333333333336,91.66666666666669,91.66666666666669,1,1,1,3,RECORRENTE,91.6541585984338,1099.8499031812055,MODELO_ML
CM000662,65.0,30.0,45.833333333333336,45.833333333333336,1,1,1,3,RECORRENTE,45.85321582433859,550.2385898920631,MODELO_ML
CM000663,27.5,15.0,30.0,30.0,1,1,1,3,RECORRENTE,30.07376121025353,360.8851345230423,MODELO_ML
CM000666,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000667,2.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000668,0.5,1.1666666666666667,1.0,1.0,1,1,1,3,RECORRENTE,1.0002738424367552,12.003286109241063,MODELO_ML
CM000669,0.5,0.6666666666666666,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000670,0.5,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000673,0.0,0.0,1.6666666666666667,1.6666666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000674,3.333333333333333,0.1666666666666666,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000675,0.0,0.8333333333333334,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000676,0.5,0.6666666666666666,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000677,3.333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000678,1.3333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000679,0.0,0.3333333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000680,0.0,1.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000683,0.0,0.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000684,0.1666666666666666,0.8333333333333334,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000688,2.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000689,2.1666666666666665,2.333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,3,RECORRENTE,1.3444206086504669,16.133047303805604,MODELO_ML
CM000690,0.0,0.0,4.0,4.0,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000691,0.8333333333333334,0.6666666666666666,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM000692,0.5,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000693,0.6666666666666666,0.3333333333333333,1.0,1.0,1,1,1,3,RECORRENTE,1.0002738424367552,12.003286109241063,MODELO_ML
CM000695,0.1666666666666666,0.5,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000697,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000700,0.4166666666666667,0.8333333333333334,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000701,2.333333333333333,2.6666666666666665,0.8333333333333334,0.8333333333333334,1,1,1,3,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM000702,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,3,RECORRENTE,0.33344784464538496,4.001374135744619,MODELO_ML
CM000703,0.5,2.9166666666666665,3.333333333333333,3.333333333333333,1,1,1,3,RECORRENTE,3.3194249531111364,39.83309943733364,MODELO_ML
CM000705,0.6666666666666666,1.0,2.833333333333333,2.833333333333333,1,1,1,3,RECORRENTE,2.8998944087882346,34.79873290545881,MODELO_ML
CM000707,0.5833333333333334,0.5,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000708,0.5,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000710,0.0,0.0,0.0833333333333333,0.0833333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000711,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000713,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000714,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000715,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000717,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000719,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000720,0.1666666666666666,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000722,0.0833333333333333,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000723,1.0,2.333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,3,RECORRENTE,1.3444206086504669,16.133047303805604,MODELO_ML
CM000724,0.25,0.0,0.8333333333333334,0.8333333333333334,1,0,1,2,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM000726,0.4166666666666667,0.8333333333333334,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM000727,0.6666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000729,0.4166666666666667,0.0,1.25,1.25,1,0,1,2,RECORRENTE,1.2476301822191425,14.97156218662971,MODELO_ML
CM000730,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000731,0.1666666666666666,0.4166666666666667,0.3333333333333333,0.3333333333333333,1,1,1,3,RECORRENTE,0.33344784464538496,4.001374135744619,MODELO_ML
CM000732,0.1666666666666666,0.0,0.5,0.5,1,0,1,2,RECORRENTE,0.5010259684836577,6.012311621803892,MODELO_ML
CM000733,0.0,0.0,0.4166666666666667,0.4166666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000735,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000737,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000739,0.0833333333333333,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000741,0.0833333333333333,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000743,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000745,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000750,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000751,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000752,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000755,0.4166666666666667,0.0,1.4166666666666667,1.4166666666666667,1,0,1,2,RECORRENTE,1.3982825148120812,16.779390177744975,MODELO_ML
CM000756,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000757,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000759,0.0999999999999999,0.0,0.1999999999999999,0.1999999999999999,1,0,1,2,RECORRENTE,0.2008867472985024,2.4106409675820286,MODELO_ML
CM000761,0.15,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000762,0.0,0.1666666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000763,0.0999999999999999,0.0,0.1999999999999999,0.1999999999999999,1,0,1,2,RECORRENTE,0.2008867472985024,2.4106409675820286,MODELO_ML
CM000769,0.0999999999999999,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000771,0.0999999999999999,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000773,0.1166666666666666,0.1999999999999999,0.4666666666666666,0.4666666666666666,1,1,1,3,RECORRENTE,0.46825517023327,5.61906204279924,MODELO_ML
CM000774,0.0,0.0,0.1999999999999999,0.1999999999999999,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000778,0.0,0.0499999999999999,0.1333333333333333,0.1333333333333333,0,1,1,2,RECORRENTE,0.13586509515642936,1.6303811418771523,MODELO_ML
CM000779,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000780,0.0,0.0499999999999999,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000781,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000782,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000785,0.0,0.0833333333333333,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000787,0.0499999999999999,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000790,3.6666666666666665,0.0,5.666666666666667,5.666666666666667,1,0,1,2,RECORRENTE,5.410321156941118,64.92385388329342,MODELO_ML
CM000791,21.0,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000792,12.5,8.333333333333334,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000793,15.0,15.0,7.5,7.5,1,1,1,3,RECORRENTE,7.396949180737044,88.76339016884452,MODELO_ML
CM000794,4.166666666666667,7.083333333333333,4.166666666666667,4.166666666666667,1,1,1,3,RECORRENTE,4.164874384419883,49.9784926130386,MODELO_ML
CM000795,2.833333333333333,2.5,2.833333333333333,2.833333333333333,1,1,1,3,RECORRENTE,2.8998944087882346,34.79873290545881,MODELO_ML
CM000797,0.0,2.0,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000799,0.3333333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000800,0.1666666666666666,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000802,0.0333333333333333,0.0833333333333333,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000805,0.4166666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000807,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000808,0.0,0.0,0.0833333333333333,0.0833333333333333,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000809,0.0833333333333333,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000811,0.0,0.0,0.25,0.25,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000812,0.0,0.0,0.1666666666666666,0.1666666666666666,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000817,9.583333333333334,10.0,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000818,7.5,10.0,0.0,0.0,1,1,0,2,RECORRENTE,0.0032667130685360072,0.039200556822432085,MODELO_ML
CM000821,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1,1,1,3,RECORRENTE,1.6665641715950243,19.99877005914029,MODELO_ML
CM000823,0.0,0.25,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000825,0.0,0.0833333333333333,0.0416666666666666,0.0416666666666666,0,1,1,2,RECORRENTE,0.04303750106206602,0.5164500127447922,MODELO_ML
CM000826,0.0,0.0416666666666666,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000827,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000828,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000829,1.6666666666666667,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000830,0.0,0.0,0.4166666666666667,0.4166666666666667,0,0,1,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000831,4.166666666666667,0.0,0.8333333333333334,0.8333333333333334,1,0,1,2,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM000832,5.0,0.0,2.9166666666666665,2.9166666666666665,1,0,1,2,RECORRENTE,2.9172872223699446,35.007446668439336,MODELO_ML
CM000833,3.333333333333333,0.0,2.083333333333333,2.083333333333333,1,0,1,2,RECORRENTE,2.0818822382617252,24.982586859140703,MODELO_ML
CM000834,0.8333333333333334,1.6666666666666667,1.5,1.5,1,1,1,3,RECORRENTE,1.5074784829537673,18.089741795445207,MODELO_ML
CM000835,0.0,0.5,0.0,0.0,0,1,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
CM000836,0.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0,1,1,2,RECORRENTE,0.8339544829114067,10.00745379493688,MODELO_ML
CM000837,0.5,0.0,0.0,0.0,1,0,0,1,EVENTUAL,0.0,0.0,SOB_DEMANDA
