RAZAO_FORNECEDOR,avg_lead_time,std_lead_time,recurrence,total_spent,total_products_value,total_discount,discount_rate,avg_item_price,score,rating,classificacao
NC PAPEIS LTDA,6.0,4.58257569495584,3,16700.33,16357.76,0.0,0.0,6.866666666666667,0.39153991204477395,2,Ruim / Não recomendado
NEIDEMAR APARECIDA VIEIRA DO PRADO LTDA,13.2,15.4983870128475,5,11152.96,11152.96,0.0,0.0,215.658,0.3808472659603969,1,Ruim / Não recomendado
NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,4.0,0.0,1,1050.9,1050.9,0.0,0.0,105.09,0.39255813956949703,2,Ruim / Não recomendado
"NEOBETEL EPI, EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA",0.6666666666666666,0.5773502691896258,3,8535.630000000001,8535.630000000001,0.0,0.0,143.36333333333334,0.40146239261877786,4,Bom
NEVASKA DISTRIBUIDORA DE CORREIAS E PECAS LTDA,1.0833333333333333,0.3683941988065036,36,95861.23,94585.98,0.0,0.0,10.513976377952755,0.4452817932176519,5,Ótimo / Recomendado
NEVASKA DISTRIBUIDORA DE CORREIS E PECAS LTDA,1.0625,0.2439750182371333,64,132043.19,129363.06,0.0,0.0,8.863190909090909,0.4831583905747912,5,Ótimo / Recomendado
NEW HOME SHOP LTDA,4.0,0.0,1,737.9,737.9,0.0,0.0,49.193,0.39255813956949703,2,Ruim / Não recomendado
NEW PRICE CONSULTORIA EMPRESARIAL,3.0,0.0,1,169.98,169.98,0.0,0.0,169.98,0.39441860467712275,2,Ruim / Não recomendado
NEW SHOP COMERCIO E INDUSTRIA EIRELI,9.5,2.1213203435596424,2,12475.0,12475.0,0.0,0.0,87.43333333333334,0.38367693282281967,1,Ruim / Não recomendado
NIL ART INDUSTRIA METALURGICA LTDA,12.5,6.363961030678928,2,11784.1,11784.1,0.0,0.0,121.57857142857144,0.37809553749994246,1,Ruim / Não recomendado
NK COMERCIO DE PAPEIS EIRELLI,6.666666666666667,0.5773502691896257,3,18173.120000000003,18173.120000000003,0.0,0.0,6.206666666666666,0.39029960197302344,2,Ruim / Não recomendado
NOVA AMAZONAS IND COM IMP ALIM LTDA,5.0,0.7071067811865476,5,5061.48,5038.98,0.0,0.0,18.4871,0.39610307984292803,3,Médio
NOVA DISTRIBUIDORA DE FERRAGENS LTDA,2.576923076923077,2.1386552208914256,26,125906.0,125906.0,0.0,0.0,24.891585798816568,0.42898950816195364,5,Ótimo / Recomendado
NOVAPRESS INSTRUMENTACAO INDUSTRIAL LTDA,12.0,0.0,1,1318.0,1318.0,0.0,0.0,65.9,0.37767441870849106,1,Ruim / Não recomendado
NUTRISAL IND COM SUPLEM P/ ALIMENTACAO AL LTDA,1.75,1.5,4,441.06,444.54,3.48,0.007828316894254022,99.545,0.4074414222575579,4,Bom
NXL DISTRIBUIDORA LTDA,7.0,0.0,2,10025.3,10025.3,0.0,0.0,5.596363636363637,0.388328095591884,2,Ruim / Não recomendado
O BORRACHEIRO COM DE BORRACHA LTDA,1.0,0.0,1,1007.23,1007.23,0.0,0.0,1007.23,0.39813953489237425,3,Médio
O.V.D. IMPORTADORA E DISTRIBUIDORA LTDA,2.233183856502242,2.1517585930166745,223,1655765.64,1624510.34,0.0,0.0,53.25493605902244,0.6958452380047132,5,Ótimo / Recomendado
ODILA TERHORST 35367105068,0.0,0.0,1,260.0,260.0,0.0,0.0,20.0,0.4,3,Médio
ORBI QUIMICA LTDA,11.5,0.7071067811865476,2,21880.809999999998,20888.94,0.0,0.0,7.725833333333333,0.3799560026075682,1,Ruim / Não recomendado
ORBI QUIMICA S/A,15.9,6.4368729468068056,10,86472.06,84304.68,0.0,0.0,6.763297872340425,0.38258076689612835,1,Ruim / Não recomendado
OSVALDO DE SOUSA NETO ME,0.3333333333333333,0.5773502691896258,3,5449.8,5532.0,82.2,0.014859002166511388,1.7,0.4146920343991235,5,Ótimo / Recomendado
OUROLUX COMERCIAL LTDA,8.5,1.8708286933869707,6,83511.35,76261.84,0.0,0.0,16.740147058823528,0.3909428033115021,2,Ruim / Não recomendado
PADO S.A INDL COML E IMPORTADORA,10.0,2.8284271247461903,2,9809.619999999999,9809.619999999999,0.0,0.0,28.28142857142857,0.3827467002690068,1,Ruim / Não recomendado
PASIFER AÇOS ESPECIAIS LTDA,10.5,3.5118845842842465,4,13158.560000000001,12807.11,0.0,0.0,734.625,0.3845191704057223,1,Ruim / Não recomendado
PAULO ROBERTO ROSSI FERRAMENTAS,16.0,0.0,1,1613.3,1613.3,0.0,0.0,56.88333333333333,0.3702325582779881,1,Ruim / Não recomendado
PEREIRA NOBRE AUTO PECAS,1.75,2.362907813126304,4,1814.0,1814.0,0.0,0.0,196.4,0.4007982400974475,4,Bom
PERFIL EPI'S E SOLDAGEM LTDA,2.0,3.2659863237109046,13,6972.75,6972.75,0.0,0.0,122.74333333333334,0.41249528592791873,4,Bom
PERFIX IND E COM DE FERAGENS LTDA,7.0,0.0,1,899.93,845.0,0.0,0.0,84.5,0.3869767442466198,1,Ruim / Não recomendado
PETER COMERCIO DE TINTAS EIRELI,0.875,1.807721533549109,8,20539.0,22347.14,1808.14,0.08091147233691151,451.69253846153845,0.47649377663169845,5,Ótimo / Recomendado
PETERLINI & CAMPOS COMERCIO DE TINTAS LTDA,7.0,0.0,1,6200.0,6200.0,0.0,0.0,310.0,0.3869767442466198,1,Ruim / Não recomendado
PIERBELT ARTEFATOS DE BORRACHA EIRELI,12.0,0.0,1,719.24,669.9,0.0,0.0,22.33,0.37767441870849106,1,Ruim / Não recomendado
PILAR MATERIA DE CONSTRUÇÃO,0.0,0.0,1,9250.0,9375.0,125.0,0.01333333333191111,1.875,0.4113147900528109,4,Bom
PIRES SILVA MATERIAIS DE CONTRUCAO UNIPESSOAL LTDA,0.0,0.0,3,133.0,152.65,19.65,0.12872584258941472,50.88333333333333,0.5119406439474612,5,Ótimo / Recomendado
PLASBOHN INDUSTRIA DE PLASTICOS LTDA,6.0,0.0,1,11081.75,10732.94,0.0,0.0,17.136,0.3888372093542456,2,Ruim / Não recomendado
PLASTECNIL LTDA,1.6666666666666667,0.5773502691896257,3,2884.0,2884.38,0.38,0.0001317440836048842,55.583333333333336,0.39971372675966577,3,Médio
PLASTILIT PRODUTOS PLASTICOS DO PARANA S.A,13.666666666666666,1.1547005383792517,3,12680.84,12680.84,0.0,0.0,22.757,0.37727634621964323,1,Ruim / Não recomendado
PNEULANDIA COMERCIAL LTDA-RVD,22.4,43.952246814013954,5,11352.0,11352.0,0.0,0.0,729.4,0.3637309869702401,1,Ruim / Não recomendado
PODIUM COM DE PROD AUTOMOTIVOS LTDA GO,2.1666666666666665,1.3291601358251257,6,12165.04,12139.54,0.0,0.0,26.314235294117648,0.40272574899313185,4,Bom
POLICORDAS INDUSTRIA E COMERCIO LTDA-ME,7.333333333333333,5.354126134736337,6,22495.91,22495.91,0.0,0.0,1.0439333333333332,0.3931133459370655,2,Ruim / Não recomendado
POLIPECAS DISTRIBUIDORA AUTOMOTIVA LTDA,1.0,0.0,1,2661.5,2659.0,0.0,0.0,2659.0,0.39813953489237425,3,Médio
POLIPLASTICO INDUSTRIA E COMERCIO DE PLASTICOS LTDA EPP,4.0,0.0,3,11081.9,11081.9,0.0,0.0,2.748727272727273,0.3952608422600254,2,Ruim / Não recomendado
POLISUL IND E COM DE LONAS PLASTICAS LTDA,5.0,2.9154759474226504,5,45065.2,45065.2,0.0,0.0,14.256882352941176,0.39610307984292803,3,Médio
POLISUL PROD LIMPEZA SUL IND E COMERCIO,4.0,0.0,1,3942.0,3942.0,0.0,0.0,6.18,0.39255813956949703,2,Ruim / Não recomendado
POP BUY COMERCIO DE ARTIGOS PARA PROTECAO,3.0,1.7320508075688772,3,2417.2,2417.2,0.0,0.0,37.18666666666667,0.3971213073676511,3,Médio
POSITEC IMPORTACAO DE FERRAMENTAS LTDA,8.8,2.529822128134703,10,99210.43,93967.98,0.0,0.0,345.89666666666665,0.3957900691602711,2,Ruim / Não recomendado
POSTO DE MOLAS ABOBRAO,0.0,0.0,1,150.0,170.0,20.0,0.11764705813148789,170.0,0.49983638224229604,5,Ótimo / Recomendado
PRENSSO MAQUINAS LTDA,14.0,0.0,1,4800.0,4800.0,0.0,0.0,1333.3333333333333,0.3739534884932396,1,Ruim / Não recomendado
PRESSGAGE INSTRUMENTO DE MEDICAO COMERCIAL ME,10.0,0.0,1,8000.0,8000.0,0.0,0.0,161.0,0.3813953489237426,1,Ruim / Não recomendado
PREVEMAX CONFECCOES PLASTICAS LTDA,7.0,0.0,1,2087.67,1890.0,0.0,0.0,6.3,0.3869767442466198,1,Ruim / Não recomendado
PRO-SAFETY INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE,11.666666666666666,5.163977794943222,15,65169.8,63406.02,0.0,0.0,30.838983050847457,0.39721349257806493,3,Médio
PUMA DO BRASIL LTDA,17.0,5.656854249492381,2,2483.84,2483.84,0.0,0.0,1241.92,0.3697234445156266,1,Ruim / Não recomendado
"QUALITY FIX DO BRASIL, INDUSTRIA, COMERCIO, IMPORT",6.75,0.957427107756338,4,15300.96,14907.73,0.0,0.0,30.038365853658533,0.3914959145593188,2,Ruim / Não recomendado
RA FERRAGENS DISTRIBUIDORA E IMPORTADORA LTDA ME,7.0,0.0,1,7994.25,7994.25,0.0,0.0,13.21175,0.3869767442466198,1,Ruim / Não recomendado
RAINHA DA BORRACHA LTDA,1.3043478260869565,0.7648400075533118,23,53714.5,53758.51,44.01,0.0008186610826673086,412.1548387096774,0.42799775934785295,5,Ótimo / Recomendado
RAVEN COMERCIO E IMPORTACAO DE FERRAMENTAS LTDA,9.6,2.4083189157584592,5,13862.12,13072.98,0.0,0.0,66.83465384615384,0.3875449403478496,2,Ruim / Não recomendado
RBL IMPORTADORA E SERVICO CENTRO NORTE EIRELI,1.2222222222222223,0.44095855184409843,9,26342.88,26342.88,0.0,0.0,111.7939705882353,0.40853690896390427,4,Bom
RCC COMERCIAL IMPORTADORA LTDA.,1.0,0.0,11,21789.07,20414.51,0.0,0.0,327.1839534883721,0.4116530483450161,4,Bom
REINO DA BORRACHA LTDA,1.1666666666666667,0.408248290463863,6,6155.0,6155.0,0.0,0.0,76.0,0.40458621410075757,4,Bom
RENATA BORGES TRINDADE - D'CASA - ME,17.0,0.0,1,69.99,77.8,7.81,0.10038560282280716,77.8,0.4535602446993184,5,Ótimo / Recomendado
REVISORA GOIANA LTDA,5.0,4.358898943540674,3,1255.03,1255.03,0.0,0.0,144.003,0.39340037715239967,2,Ruim / Não recomendado
RG COMPRESSORES LTDA,5.0,0.0,1,100.0,100.0,0.0,0.0,50.0,0.3906976744618713,2,Ruim / Não recomendado
RHINO FABRICACAO E ATACADO DE EPI'S LTDA,11.8,2.04939015319192,5,44305.7,44305.7,0.0,0.0,36.13809523809524,0.38345191711107296,1,Ruim / Não recomendado
RIO DIESEL PECAS E SERVIÇOS LTDA,0.0,0.0,1,200.8,251.0,50.2,0.19999999920318726,83.66666666666667,0.5697218501340844,5,Ótimo / Recomendado
RIO GASES COMERCIO E TRANSPORTES LTDA,0.0,0.0,3,750.0,750.0,0.0,0.0,150.0,0.4027027026905284,4,Bom
RIO PECAS E -COMMER LTDA,0.0,0.0,1,357.0,420.0,63.0,0.14999999964285715,420.0,0.5272913878046256,5,Ótimo / Recomendado
RIO VERDAO AUTO PECAS,0.0,0.0,2,4956.0,5113.96,157.96,0.030888000682272054,394.22,0.42756319456338426,5,Ótimo / Recomendado
RIO VERDE COMERCIO E ESPORTE LTDA,5.0,5.656854249492381,2,5578.88,5578.88,0.0,0.0,29.896461538461537,0.3920490258071355,2,Ruim / Não recomendado
RIO VERDE MANGUEIRAS,5.285714285714286,5.060078616424414,14,4695.02,5459.35,764.33,0.14000384658613133,177.67561538461538,0.5265422403067584,5,Ótimo / Recomendado
RIOFER INDUSTRIAL LTDA,5.333333333333333,7.278028371042322,12,19485.48,19414.4,0.0,0.0,123.73150000000001,0.40494238422390205,4,Bom
RIOVERDISEL COMERCIO E SERVICOS LTDA ME,0.0,0.0,1,868.51,868.51,0.0,0.0,868.51,0.4,3,Médio
RIVER TURBOS COMERCIO DE PECAS LTDA,0.0,0.0,1,130.0,145.0,15.0,0.10344827514863258,145.0,0.4877871636067784,5,Ótimo / Recomendado
RIVERCRILL REVESTIMENTOS ACRILICOS LTDA - ME,11.0,0.0,1,3341.76,3325.0,0.0,0.0,43.56666666666666,0.37953488381611683,1,Ruim / Não recomendado
RIVERLATAS LTDA,0.0,0.0,1,555.44,555.44,0.0,0.0,277.72,0.4,3,Médio
RIVEROL - RIO VERDE ROLAMENTOS E PECAS LTDA - ME,0.0,0.0,5,992.0,1024.0,32.0,0.03124999996948242,78.16666666666667,0.43192444454426343,5,Ótimo / Recomendado
ROBERT BOSCH LIMITADA,7.3076923076923075,3.146876865734846,39,209174.12,200198.62,0.0,0.0,525.3720887096774,0.43775564456431243,5,Ótimo / Recomendado
ROBERTO VAGNER DE AZEVEDO,0.0,0.0,2,130.0,130.0,0.0,0.0,65.0,0.40135135134526423,4,Bom
ROBUSTEC INDUSTRIA E COMERCIO LTDA,9.153846153846153,3.9337461756395737,13,96696.73,96612.0,0.0,0.0,87.77625,0.39918580477336535,3,Médio
ROLBRAS INDUSTRIAL LTDA,7.5,3.5355339059327378,2,4671.98,4556.17,0.0,0.0,11.07764705882353,0.3873978630380711,1,Ruim / Não recomendado
RONALDO MOREIRA DOS SANTOS,1.0,0.0,2,5990.45,5990.45,0.0,0.0,10.924999999999999,0.39949088623763845,3,Médio
RONDO FOX BATERIAS LTDA,3.1,1.7919573407620815,10,6495.0,6495.0,0.0,0.0,474.5,0.40639472027373785,4,Bom
RRC VIGARIO,1.0,0.0,1,320.0,320.0,0.0,0.0,320.0,0.39813953489237425,3,Médio
S DE S LTDA,1.0,0.0,1,3040.0,3040.0,0.0,0.0,169.0,0.39813953489237425,3,Médio
SALES IND COM DE MAQUINAS LTDA,9.0,0.0,1,2716.04,2716.04,0.0,0.0,2716.04,0.3832558140313683,1,Ruim / Não recomendado
SAM METAL INDUSTRIA E COMERCIO EIRELI,2.0,0.0,1,4512.0,4512.0,0.0,0.0,27.506470588235292,0.3962790697847485,3,Médio
SAN HO COMERCIO IMPORTACAO E EXPORTACAO LTDA - ME,2.923076923076923,2.968116675467843,39,145917.79,144889.5,0.0,0.0,11.227762096774194,0.44591306849774837,5,Ótimo / Recomendado
SANTA CLARA MANUFATURA E COSMETICOS LTDA,8.0,2.8284271247461903,2,1935.83,1935.83,0.0,0.0,0.609,0.3864676304842583,1,Ruim / Não recomendado
SANTA MONICA PROD QUIM CATANDUVA LTDA,3.230769230769231,0.7646014547562572,26,117659.87,113826.0,0.0,0.0,87.15427927927928,0.4277730502069676,5,Ótimo / Recomendado
SARICO MATERIAIS PARA CONSTRU€CO,0.0,0.0,2,3204.0,3747.67,543.67,0.14506880271073258,149.392,0.5244580797997394,5,Ótimo / Recomendado
SAUBER PARTS IMPORTACAO EXPORTACAO LTDA,1.0,0.0,1,1256.48,1179.79,0.0,0.0,11.798,0.39813953489237425,3,Médio
SCHWEERS METALURGICA EIRELI,7.333333333333333,2.1602468994692865,6,19968.63,19428.75,0.0,0.0,15.000027777777778,0.3931133459370655,2,Ruim / Não recomendado
SCOA IND E OM DE RODAS E RODIZIOS LTDA,22.0,0.0,1,2390.66,2390.66,0.0,0.0,33.08625,0.35906976763223364,1,Ruim / Não recomendado
SEABRA LUBRIFICANTES EIRELI - ME,1.0,0.0,1,998.0,998.0,0.0,0.0,499.0,0.39813953489237425,3,Médio
SEARV,11.538461538461538,28.309643188071046,13,6574.5,6607.6,33.1,0.0050093831338141855,62.3405,0.3990003199396243,3,Médio
SENDAS DISTRIBUIDORA S/A,0.0,0.0,1,701.1,701.1,0.0,0.0,18.45,0.4,3,Médio
SFERA ROLAMENTOS E PECAS LTDA SFERAROL,1.8630136986301369,2.9968273431764034,73,119397.9,118564.26,0.0,0.0,14.790040431266847,0.49383122487769104,5,Ótimo / Recomendado
SFERAROL ROLAMENTOS E PECAS LTDA,1.0,0.0,1,367.12,367.12,0.0,0.0,12.237,0.39813953489237425,3,Médio
SHOPPING DAS CADEIRAS COMERCIO E SERVIÇOS LTDA,40.0,0.0,1,1500.0,1500.0,0.0,0.0,500.0,0.32558139569497024,1,Ruim / Não recomendado
"SIGMA TOOLS COMERCIO DE MAQUINAS, EQUIPAMENTOS E A",6.222222222222222,2.9907264074877267,9,65910.11,63070.770000000004,0.0,0.0,672.43709375,0.39923458342577556,3,Médio
"SIGMA TOOLS COMERCIO DE MAQUINAS, EQUIPAMENTOS E ACESSORIOS",8.0,0.0,1,1216.11,1156.0,0.0,0.0,289.0,0.3851162791389941,1,Ruim / Não recomendado
SINERGIA INDUSTRIA E MONTAGENS ELETRICAS LTDA - ME,0.2857142857142857,0.7559289460184545,7,6808.19,7446.3,638.11,0.08569490886941233,210.32636363636365,0.48029803930393256,5,Ótimo / Recomendado
SIVA IND. E COM. DE ARTEFATOS DE ARAME E ACO LTDA,11.75,3.304037933599835,4,25829.0,23660.07,0.0,0.0,45.824666666666666,0.3821935890211901,1,Ruim / Não recomendado
SKY IND E COM PROD DESCARTAVEIS LTDA,6.4,3.2093613071762426,5,7650.0,7650.0,0.0,0.0,9.209999999999999,0.39349842869225193,2,Ruim / Não recomendado
SM INDUSTRIA E COMERCIO LTDA,7.0,0.0,3,32851.86,32265.6,0.0,0.0,59.46222222222222,0.3896794469371482,2,Ruim / Não recomendado
SMART PURIFICADORES E ELETRODOMESTICOS LTDA,1.0,0.0,2,380.0,380.0,0.0,0.0,126.66666666666667,0.39949088623763845,3,Médio
SNAP-ON DO BRASIL COM E IND LTDA,9.666666666666666,2.3094010767585034,3,7420.83,7196.16,0.0,0.0,9.476363636363637,0.38471820665014617,1,Ruim / Não recomendado
SO CARDAN LTDA,3.9310344827586206,7.377238326108019,29,9773.0,10695.0,922.0,0.08620850864084072,202.91666666666666,0.503681623385933,5,Ótimo / Recomendado
SOLAR LED MATERIAIS ELETRICOS LTDA,3.142857142857143,3.484660262185848,7,99223.5,99223.5,0.0,0.0,257.33214285714286,0.40226093201904706,4,Bom
SOMAFERTIL LTDA,13.409090909090908,16.453857822086505,22,52419.69,75601.36,23181.67,0.3066303304556078,303.9658136645963,0.6636405684866504,5,Ótimo / Recomendado
SOTREQ S/A,1.3333333333333333,0.5773502691896258,3,6967.33,6967.33,0.0,0.0,1161.41375,0.4002220825470274,4,Bom
SOUSA COMERCIO DE PRODUTOS AUTOMOTIVOS LTDA,1.6111111111111112,0.9785276387866012,18,102026.92,102026.92,0.0,0.0,111.67005555555555,0.4199755568627608,5,Ótimo / Recomendado
SOUSA E PEREIRA LTDA ME,2.7142857142857144,3.1471831698777724,7,1402.97,1598.92,195.95,0.12255147216711812,42.5161,0.5070565875866606,5,Ótimo / Recomendado
SOUSA NAVES INDUSTRIA E COMERCIO,1.0,0.0,1,5621.25,5621.25,0.0,0.0,44.97,0.39813953489237425,3,Médio
SOUTHERN COM DE EPIS LTDA,11.0,0.0,1,2347.2,2347.2,0.0,0.0,1.63,0.37953488381611683,1,Ruim / Não recomendado
SP PARTS IMPORTACAO E EXPORTACAO LTDA,3.163265306122449,6.025456202560897,49,49699.99,47267.49,0.0,0.0,9.36306289308176,0.45897971984447694,5,Ótimo / Recomendado
STAR MIX DISTRIBUIDORA LTDA,2.0,0.0,1,3900.0,3900.0,0.0,0.0,650.0,0.3962790697847485,3,Médio
STEELS EQUIPAMENTOS INDUSTRIAIS COMERCIO E IMPORTACAO,11.0,0.0,1,2748.59,2735.5,0.0,0.0,18.652727272727272,0.37953488381611683,1,Ruim / Não recomendado
STEULA EQUIPAMENTOS LTDA,5.333333333333333,0.5773502691896257,3,15016.19,14675.19,0.0,0.0,101.53833333333334,0.3927802221165244,2,Ruim / Não recomendado
STILEX ABRASIVOS LTDA,12.8,5.06951674225463,5,21886.76,21886.76,0.0,0.0,6.823695652173913,0.38159145200344724,1,Ruim / Não recomendado
STRADA COMERCIO ATACADISTA COUBTRY LTDA,6.0,0.0,1,3674.4,3674.4,0.0,0.0,30.619999999999997,0.3888372093542456,2,Ruim / Não recomendado
SUBLIME TRANSPORTES E COMERCIO LTDA,2.0,0.0,1,77.0,77.0,0.0,0.0,7.0,0.3962790697847485,3,Médio
SUDOESTE MOTOS E ACESSORIOS LTDA,2.5714285714285716,3.866830866792722,7,1198.6100000000001,1198.6100000000001,0.0,0.0,107.04357142857144,0.4033240549376903,4,Bom
SUECA ROLAMENTOS E SOLUCOES INDUSTRIAIS LTDA,1.3793103448275863,0.7752323662456805,29,136754.85,136745.85,0.0,0.0,127.38901923076924,0.4352716788982582,5,Ótimo / Recomendado
SUPER TORK COLUMBIA COM DE FERRAMENTAS ELETRICAS,7.0,2.6457513110645907,3,12219.279999999999,12219.279999999999,0.0,0.0,191.93357142857144,0.3896794469371482,2,Ruim / Não recomendado
SUPREMA DISTRIBUIDORA DE VEDACOES E COMP HIDR LTDA,1.2222222222222223,0.6666666666666666,9,5921.71,5921.71,0.0,0.0,5.9188732394366195,0.40853690896390427,4,Bom
SW TECH LTDA,9.0,0.0,1,169.0,155.05,0.0,0.0,155.05,0.3832558140313683,1,Ruim / Não recomendado
SWUECIA VEICULOS S.A,0.0,0.0,1,2156.0,2222.68,66.68,0.029999820023575232,555.67,0.4254581248918805,5,Ótimo / Recomendado
TDF PRODUTOS METALICOS LTDA,5.0,0.0,1,5650.0,4750.0,0.0,0.0,4750.0,0.3906976744618713,2,Ruim / Não recomendado
TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,8.0,0.0,1,8834.08,8826.09,0.0,0.0,111.4204827586207,0.3851162791389941,1,Ruim / Não recomendado
TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU SA,5.607142857142857,4.192933082066518,28,159590.95,158997.75,0.0,0.0,65.48044634146342,0.42605459268294577,5,Ótimo / Recomendado
TELESEG TELECOM E SISTEMAS DE SEGURANCA LTDA,1.0,0.0,1,1500.0,1500.0,0.0,0.0,1500.0,0.39813953489237425,3,Médio
THE BLACK PARTICIPACOES LTDA,4.0,0.0,1,366.66,378.0,11.34,0.029999999920634922,378.0,0.41801641712368715,5,Ótimo / Recomendado
THE FLEX DISTRIBUIDORA DE CONEXOES PARA FREIOS,1.135135135135135,0.8219949365267867,37,60484.06,60496.229999999996,12.17,0.00020116956048003043,11.852848101265822,0.4467074834688085,5,Ótimo / Recomendado
THIAGO BELTRAN DA F. ROLAMENTO ME,10.0,0.0,1,4408.0,4408.0,0.0,0.0,74.575,0.3813953489237426,1,Ruim / Não recomendado
TIAGO DA SILVA LEAO 51265655,1.5,0.7071067811865476,2,3235.0,3235.0,0.0,0.0,35.714999999999996,0.39856065368382565,3,Médio
TOLEAGRI - TOLEDO PECAS AGRICOLAS LTDA,8.666666666666666,0.5773502691896258,3,3691.2,3545.2,0.0,0.0,110.97916666666667,0.38657867175777194,1,Ruim / Não recomendado
TOLEAGRI - TOLEDO PECAS AGRICOLAS LTDA - EPP,5.75,2.8722813232690143,4,7545.82,7472.370000000001,0.0,0.0,81.56966666666668,0.3933563796669446,2,Ruim / Não recomendado
TOP COMERCIO DE LONAS E SERVICOS LTDA,3.0,1.7320508075688772,3,44180.0,44180.0,0.0,0.0,4034.0,0.3971213073676511,3,Médio
TORNEADORA DO GAUCHO,1.8235294117647058,5.854862232769093,17,7270.0,7270.0,0.0,0.0,278.85963157894736,0.4182290086809094,5,Ótimo / Recomendado
TORNOTEC USINAGEM LTDA-ME,21.0,14.142135623730951,2,800.0,800.0,0.0,0.0,400.0,0.3622815840851236,1,Ruim / Não recomendado
TOTAL DISTRIBUIDORA E LOGISTICA,3.3333333333333335,3.0,9,22434.6,22382.47,0.0,0.0,16.96169696969697,0.40460926040336104,4,Bom
TOTAL EQUIP E ACESS INDUSTRIAIS LTDA,1.0,0.0,1,1920.0,1920.0,0.0,0.0,480.0,0.39813953489237425,3,Médio
TRACBEL S/A GOIANIA,2.3333333333333335,1.8027756377319946,9,43905.16,43905.16,0.0,0.0,704.7776875,0.40646972551098676,4,Bom
TRACTORTEM DIST E IMP DE PECAS PARA TRATORES LTDA,6.368421052631579,9.105618084553866,19,13784.46,13729.97,0.0,0.0,71.37287234042553,0.41247609905566507,4,Bom
TRADICAO TINTAS,0.0,0.0,5,1614.0,1809.82,195.82,0.10819860532638681,80.75473684210526,0.49722374313647666,5,Ótimo / Recomendado
UNIPLAS - MATERIAIS ELETRICOS E HIDRAULICOS LTDA,0.0,0.0,1,55.0,64.0,9.0,0.1406249978027344,16.0,0.5193356744863491,5,Ótimo / Recomendado
URCA MOTORS VEICULOS LTDA,0.6,1.3416407864998738,5,10704.09,10922.63,218.54,0.02000800173401388,263.09528,0.42126810174304063,5,Ótimo / Recomendado
V R COMERCIO DE MADEIRA E MATERIAL PARA CONSTRUCAO,0.0,0.0,1,385.5,385.5,0.0,0.0,38.55,0.4,3,Médio
V.S.A. VASSOURAS SANTO ANTONIO LTDA,0.5,0.7071067811865476,2,1048.0,1048.0,0.0,0.0,21.8335,0.40042111879145137,4,Bom
VA IMPORTACAO E DISTRIBUICAO EIRELI,12.0,0.0,1,10841.96,10841.96,0.0,0.0,1027.542,0.37767441870849106,1,Ruim / Não recomendado
VALFOR TRATORES COMERCIO DE PECAS LTDA - ME,70.77777777777777,90.86497919685254,9,2290.37,2478.86,188.48999999999998,0.07603898563208934,100.51852631578947,0.3436586116873367,1,Ruim / Não recomendado
VALK TUBOS ACESSRIOS E MONTAGENS INDUS LTDA,1.0,0.0,1,724.0,724.0,0.0,0.0,362.0,0.39813953489237425,3,Médio
VAMOS MAQUINAS E EQUIPAMENTOS,0.0,0.0,2,6400.0,6400.0,0.0,0.0,424.0,0.40135135134526423,4,Bom
VANUSA MENDES DOS SANTOS LTDA,4.583333333333333,7.3045232976601975,12,2287.0,2506.02,219.01999999999998,0.08739754667265323,124.84666666666665,0.48050409994241833,5,Ótimo / Recomendado
VASSOURAS SANTO ANTONIO,3.0,4.358898943540674,3,1190.0,1190.0,0.0,0.0,11.110999999999999,0.3971213073676511,3,Médio
VEDACIL COMPONENTES HIDRAULICOS LTDA,1.1818181818181819,0.6030226891555273,11,39337.13,39337.13,0.0,0.0,38.605547169811324,0.4113147819618115,4,Bom
VENILTON FERREIRA RODRIGUES E CIA LTDA,3.6666666666666665,7.599342076785332,9,1640.0,1744.07,104.07000000000001,0.05967077006102349,742.944,0.45462627303763964,5,Ótimo / Recomendado
VIDROARTE COMERCIO DE VIDROS LTDA,0.0,0.0,1,2996.0,2996.0,0.0,0.0,428.0,0.4,3,Médio
VIP INDUSTRIAL COMERCIO IMPORTACAO E EXPORTACAO DE FERRAMENTAS EIRELI,12.0,0.0,1,416.6,396.0,0.0,0.0,45.0,0.37767441870849106,1,Ruim / Não recomendado
VIRTUAL DISTRI DE MAT ELETRICOS EIRELI,13.0,0.0,1,2529.67,2409.2,0.0,0.0,14.245000000000001,0.37581395360086534,1,Ruim / Não recomendado
VOLMAQ MAQUINAS AGRICOLAS LTDA,1.5,1.0,4,2240.31,2240.31,0.0,0.0,453.6775,0.401263356374354,4,Bom
VR COMERCIO DE MADEIRAS EIRELI,2.75,3.774917217635375,4,7948.02,7956.030000000001,8.010000000000002,0.0010067835338721971,30.47775,0.39979214081349224,3,Médio
VR. COMERCIO DE MADEIRAS E MAT. P/CONSTRUCAO,0.0,0.0,2,960.0,960.31,0.31,0.0003228124248182229,4.8015,0.40162529295628774,4,Bom
WB COMPONENTES AUTOMOTIVOS LTDA,1.1764705882352942,1.0065631857380992,68,188599.53,188369.53,0.0,0.0,101.05753300733497,0.48835175765314054,5,Ótimo / Recomendado
