RAZAO_FORNECEDOR,avg_lead_time,std_lead_time,recurrence,total_spent,total_products_value,total_discount,discount_rate,avg_item_price,score,rating,classificacao
1 - PETROLUBI COMERCIO DE LUBRIFICANTES LTDA,4.0,0.0,1,1899.0,1899.0,0.0,0.0,156.20825,0.39255813956949703,2,Ruim / Não recomendado
2E3P COMERCIAL LTDA,4.0,0.0,1,1367.8,1367.8,0.0,0.0,1367.8,0.39255813956949703,2,Ruim / Não recomendado
A A DISTRIBUIDORA DE LUBRIFICANTES LTDA - ME,1.2857142857142858,0.48795003647426666,7,23820.3,23760.3,0.0,0.0,63.4465,0.4057160815046377,4,Bom
A.CAMARGO E CIA LTDA,2.3,2.359378449224852,10,16869.08,16869.08,0.0,0.0,131.93416666666667,0.40788309235983844,4,Bom
A.L. DUARTE ARAMADOS ME,7.0,0.0,1,1290.0,1290.0,0.0,0.0,43.0,0.3869767442466198,1,Ruim / Não recomendado
ABECOM ROLAMENTOS E PRODUTOS DE BORRACHA LTDA,7.0,0.0,1,710.85,710.85,0.0,0.0,47.39,0.3869767442466198,1,Ruim / Não recomendado
ACCESS TECNOLOGIA DIGITAL LTDA ME,5.0,0.0,1,174.52,156.0,0.0,0.0,78.0,0.3906976744618713,2,Ruim / Não recomendado
ACOS YAMADA COMERCIO DE FERROS LTDA,1.0,0.0,1,366.0,366.0,11.9,0.032513661113350655,183.0,0.42573092859625267,5,Ótimo / Recomendado
ACOVERDE COMERCIO DE FERRO E ACO LTDA,0.0,0.0,1,430.0,430.0,0.0,0.0,430.0,0.4,3,Médio
ADALBERTO BENTO DA SILVA,0.09090909090909091,0.30151134457776363,11,43475.66,43475.66,0.0,0.0,3952.3327272727274,0.41334438026103953,5,Ótimo / Recomendado
ADAUTO MARGONATO - ME,4.0,0.0,1,2793.0,2652.8,0.0,0.0,20.483076923076926,0.39255813956949703,2,Ruim / Não recomendado
ADVANZ COMMERCE LTDA,38.0,0.0,1,1040.0,1040.0,0.0,0.0,104.0,0.32930232591022174,1,Ruim / Não recomendado
AEROFLEX INDUSTRIA DE AEROSOL LTDA,15.0,0.0,1,3766.76,3398.64,0.0,0.0,9.22,0.3720930233856139,1,Ruim / Não recomendado
AEV IMPORTS LTDA,4.0,0.0,1,469.9,469.9,0.0,0.0,469.9,0.39255813956949703,2,Ruim / Não recomendado
AFA DO BRASIL EIRELI,1.0,1.4142135623730951,2,296.49,296.19,0.0,0.0,59.149,0.39949088623763845,3,Médio
AG COMERCIO DE FERRAMANETAS E FERRAGENS,2.125,3.7036018504513506,16,15840.47,15840.47,0.0,0.0,978.510625,0.41631678182525805,5,Ótimo / Recomendado
AG COMERCIO DE FERRAMENTAS E FERRAGENS LTDA - ME,1.5,0.7071067811865476,2,950.0,950.0,0.0,0.0,139.25,0.39856065368382565,3,Médio
AGRO BOMBAS COMERCIO E INDUSTRIA LTDA ME,1.0,0.0,1,4147.2,4147.2,0.0,0.0,438.8,0.39813953489237425,3,Médio
AGRO MOTORES MANUTENCAO E ALUGUEL DE MAQUINAS LTDA,0.0,0.0,2,406.0,406.0,0.0,0.0,180.5,0.40135135134526423,4,Bom
AGRO SERVICE RIO VERDE LTDA,0.0,0.0,1,80.0,80.0,0.0,0.0,8.0,0.4,3,Médio
AGROQUIMA PRODUTOS AGROPECUARIOS LTDA,1.0,0.0,1,300.0,300.0,0.0,0.0,3.0926666666666667,0.39813953489237425,3,Médio
AGUILERA AUTOPECAS DE GOIAS LTDA,9.851851851851851,24.81578855937006,27,6768.62,6768.62,0.0,0.0,89.81016363636364,0.41680610836100035,5,Ótimo / Recomendado
AGUIPEL PAPEIS E EMBALAGENS LTDA,6.0,0.0,1,7027.61,6806.4,0.0,0.0,7.09,0.3888372093542456,2,Ruim / Não recomendado
AILDO BORGES CABRAL E CIA LTDA,0.0,0.0,1,2195.24,2195.24,0.0,0.0,439.047,0.4,3,Médio
AJEL MATERIAIS ELETRICOS LTDA,2.0,1.4142135623730951,2,45786.36,45786.36,0.0,0.0,107.14517647058823,0.39763042113001273,3,Médio
AJEL MONTAGEM E AUTOMACAO IND LTDA,4.0,0.0,1,2087.88,2087.88,0.0,0.0,10.439,0.39255813956949703,2,Ruim / Não recomendado
ALESSANDRO W. S. PINTO,0.0,0.0,1,1498.0,1498.0,0.0,0.0,74.9,0.4,3,Médio
ALEXANDRE DE BRITO MONTEIRO LUIZ 84320303172,0.3333333333333333,0.48507125007266594,18,8709.0,9087.0,378.0,0.041597887086871586,6.474150684931507,0.45765316976451764,5,Ótimo / Recomendado
ALUMIFORT COMERCIO DE VIDROS E ESQUADRIAS METAICAS LTDA,0.0,0.0,1,2000.0,2000.0,0.0,0.0,1000.0,0.4,3,Médio
ALVORADA COM PRODUTOS AGROPECUARIOS LTDA,0.0,0.0,1,1940.0,1940.0,0.0,0.0,97.0,0.4,3,Médio
AMATOOLS COML. E IMPORTADORA LTDA,5.0,0.0,1,11093.5,11555.4,921.0,0.07970299599497178,52.03929545454546,0.45833437443882086,5,Ótimo / Recomendado
AMAZONAS INDUSTRIA E COMERCIO LTDA,13.6,8.561541917201597,5,14347.0,14347.0,0.0,0.0,31.041625,0.38010307991734665,1,Ruim / Não recomendado
AMAZONIA COMERCIO DE CORREIAS LTDA,8.0,0.0,1,4721.62,4620.0,0.0,0.0,231.0,0.3851162791389941,1,Ruim / Não recomendado
AMEV IMPORTADORA E DISTRIBUIDORA LTDA,6.625,2.481452940446821,24,53591.69,52622.87,0.0,0.0,46.96794444444444,0.4187554996030557,5,Ótimo / Recomendado
ANDERSON RODRIGUES DOS SANTOS,5.0,0.0,1,20160.0,20160.0,0.0,0.0,20.16,0.3906976744618713,2,Ruim / Não recomendado
ANHANGUERA COMERCIO DE FERRAMENTAS,5.0,0.0,1,1553.4,1553.4,0.0,0.0,51.78,0.3906976744618713,2,Ruim / Não recomendado
ANTONIAZZI TELAS E SERVICO DE GUINDASTE,0.0,0.0,1,1200.0,1300.0,100.0,0.07692307686390532,5.633333333333333,0.46527763487681223,5,Ótimo / Recomendado
APEX TOOL GROUP IND. E COM. FERRAM. LTDA,7.105263157894737,2.6224402724287432,19,84227.58,80921.37,0.0,0.0,315.2512325581395,0.41110523002899346,4,Bom
ARAUJO GOUVEIA FERRAMENTAS LTDA,6.0,0.0,1,2295.93,2295.93,0.0,0.0,765.31,0.3888372093542456,2,Ruim / Não recomendado
ARCELORMITTAL BRASIL S.A.,0.0,0.0,1,411.06,411.06,0.0,0.0,51.383,0.4,3,Médio
ARCOM S.A,2.0,1.6733200530681511,6,5413.450000000001,5381.66,0.0,0.0,9.53,0.40303582651106945,4,Bom
ARICOBE REPRESENTAÇOES LTDA,5.0,0.0,1,1000.0,1250.0,250.0,0.19999999983999997,125.0,0.5604195251363608,5,Ótimo / Recomendado
ARVORETA MAQUINAS EIRELI-EPP,1.5,0.7071067811865476,2,10595.96,10595.96,0.0,0.0,210.42375,0.39856065368382565,3,Médio
ASTRO SPORTS,0.0,0.0,1,375.0,375.0,0.0,0.0,2.5,0.4,3,Médio
ATACADAO DISTRIBUICAO COM E IND LTDA,0.0,0.0,1,139.76,139.76,0.0,0.0,139.76,0.4,3,Médio
ATIVA FAST COMERCIO DE ELETROELETRONIC,7.0,0.0,1,509.97,509.97,0.0,0.0,169.99,0.3869767442466198,1,Ruim / Não recomendado
AURORA INDUST.DE TINTAS,3.0,0.0,1,750.58,746.82,0.0,0.0,62.235,0.39441860467712275,2,Ruim / Não recomendado
AUTO ELETRICA OLIVEIRA,0.0,0.0,3,252.0,252.0,0.0,0.0,74.66666666666667,0.4027027026905284,4,Bom
AUTO LATAS PECAS E ACESSORIOS,3.0,0.0,1,365.0,365.0,0.0,0.0,365.0,0.39441860467712275,2,Ruim / Não recomendado
AXIAL ROLAMENTOS E RETENTORES LTDA,0.0,0.0,2,3064.0,3292.8,228.8,0.06948493681077353,141.3,0.4603169117400589,5,Ótimo / Recomendado
BACANAS UNIFORMES,0.0,0.0,1,2430.0,2430.0,0.0,0.0,24.166666666666668,0.4,3,Médio
BAMBOZZI SOLDAS LTDA,10.5,3.5355339059327378,2,3828.0,3828.0,0.0,0.0,712.5,0.38181646771519395,1,Ruim / Não recomendado
BARBOSA E ZANOTTO LTDA - ME,2.0,0.0,1,399.99,399.99,0.0,0.0,399.99,0.3962790697847485,3,Médio
BARIFLEX INDUSTRIA E COMERCIO LTDA,10.142857142857142,4.240049761267192,14,143544.05,139025.5,0.0,0.0,4.720882352941176,0.3986971356825162,3,Médio
BATERAUTO BATERIAS LTDA - ME,0.0,0.0,8,4430.0,4430.0,0.0,0.0,415.0,0.4094594594168493,4,Bom
BATERFOX AUTO ELETRICA LTDA,6.857142857142857,12.1164980010531,7,5280.0,5280.0,0.0,0.0,540.0,0.3953506330478657,2,Ruim / Não recomendado
BAZAR E CUTELARIA ESSENCIAL LTDA,4.0,0.0,1,2547.4,2547.4,0.0,0.0,42.457,0.39255813956949703,2,Ruim / Não recomendado
BAZAR VIENENSE LTDA,0.0,0.0,1,1760.0,1760.0,0.0,0.0,220.0,0.4,3,Médio
BCR COMERCIO E INDUSTRIA SA,5.961538461538462,1.948964221955226,26,61967.06,60513.95,0.0,0.0,45.507844594594594,0.4226925493361434,5,Ótimo / Recomendado
BELGO BEKAERT ARAMES LTDA,20.0,0.0,1,8504.95,8237.24,0.0,0.0,15.69,0.36279069784748513,1,Ruim / Não recomendado
BELMICRO TECNOLOGIA S/A,12.0,0.0,1,827.97,777.44,0.0,0.0,777.437,0.37767441870849106,1,Ruim / Não recomendado
BERLINER DO BRASIL MOTORES LTDA,7.666666666666667,3.651483716701107,12,106821.56,103074.36,0.0,0.0,417.80185135135133,0.4006012989727753,4,Bom
BIANATO IRRIGACAO E MANEJO DE DEJETOS LTDA,0.9,1.5951314818673865,10,5150.45,5742.08,591.63,0.1030340921577139,172.53968749999999,0.4979234275983286,5,Ótimo / Recomendado
BIASI CONSTRUCOES E LOCAÇOES EIRELLI,0.0,0.0,1,1400.0,1400.0,0.0,0.0,700.0,0.4,3,Médio
BLACK & DECKER DO BRASIL LTDA,5.809523809523809,1.990453406112477,21,64272.12,62742.85,0.0,0.0,113.85975925925925,0.4162186105657437,5,Ótimo / Recomendado
BLACK PRIME SUDESTE PRODUTOS INDUSTRIAIS E AUTOMOTIVOS LTDA,7.0,1.0,3,5158.299999999999,4773.6,0.0,0.0,53.04,0.3896794469371482,2,Ruim / Não recomendado
BODIPASA BOMBAS DIESEL PAULISTA LTDA,3.5,2.1213203435596424,2,2000.48,2000.48,0.0,0.0,1000.24,0.39483972346857416,2,Ruim / Não recomendado
BOM PLASTICO INDUSTRIA E COMERCIO LTDA,4.0,0.0,1,720.0,720.0,0.0,0.0,9.0,0.39255813956949703,2,Ruim / Não recomendado
BORGES E SOARES,0.0,0.0,2,680.0,730.0,50.0,0.06849315059110528,205.724,0.45947527277600786,5,Ótimo / Recomendado
BORRACHAS RIBEIRAO EIRELI EPP,1.0,0.0,1,7107.26,7107.26,0.0,0.0,20.279,0.39813953489237425,3,Médio
BR BRASIL INDUSTRIA DE AEROSSOIS LTDA,9.5,2.1213203435596424,2,7392.03,7351.84,0.0,0.0,5.73625,0.38367693282281967,1,Ruim / Não recomendado
BRAMAIS DISTRIBUIDORA LTDA - ME,5.0,0.0,1,3710.17,3540.4,0.0,0.0,136.275,0.3906976744618713,2,Ruim / Não recomendado
BRASCAMP EQUIPAMENTOS DE PROTECAO DO TRABALHO LTDA,7.0,0.0,1,4333.5,4333.5,0.0,0.0,31.291666666666668,0.3869767442466198,1,Ruim / Não recomendado
BRASIL CHASSIS E EIXOS EIRELI-ME,5.0,0.0,1,570.0,688.08,118.08,0.17160795231425421,114.68,0.5363257708645477,5,Ótimo / Recomendado
BRASIL MANGUEIRAS E PARAFUSOS LTDA,0.0,0.0,5,692.73,806.01,113.28,0.1405441618087317,100.11460000000001,0.5246724816948347,5,Ótimo / Recomendado
BREMEN IMPORTADORA DE EQUIPAMENTOS PARA LUBRIFICAC,10.75,4.891683905218266,8,72855.78,70254.93,0.0,0.0,157.3355731707317,0.38945945950987254,2,Ruim / Não recomendado
BRUNO DE PADUA DIAS PAIAO ESTOPA,5.833333333333333,2.48327740429189,6,26255.0,26255.0,0.0,0.0,56.11333333333334,0.3959040435985041,3,Médio
BSB PRODUTORA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL SA,6.0,0.0,1,7819.56,7819.56,0.0,0.0,44.94,0.3888372093542456,2,Ruim / Não recomendado
C & E MATERIAIS PARA CONSTRUCAO LTDA,16.0,0.0,1,1897.0,1897.0,0.0,0.0,474.25,0.3702325582779881,1,Ruim / Não recomendado
C&M MANUTENCAO E ALUGUEL,0.0,0.0,5,2624.0,2624.0,0.0,0.0,287.6,0.40540540538105674,4,Bom
CABRAL E MAIA LTDA,0.0,0.0,1,240.0,240.0,0.0,0.0,24.0,0.4,3,Médio
CAFE DO VOVO LTDA,5.923076923076923,8.87375849026723,13,3270.0,3270.0,0.0,0.0,50.30769230769231,0.4051965381980024,4,Bom
CAIADO PNEUS LTDA,36.0,0.0,1,2800.0,2800.0,0.0,0.0,350.0,0.33302325612547323,1,Ruim / Não recomendado
CARBOGRAFITE EQUIPAMENTOS INDUSTRIAIS LTDA,7.0,0.0,1,12961.65,12855.64,0.0,0.0,151.40933333333334,0.3869767442466198,1,Ruim / Não recomendado
CARBONPECAS LTDA,11.0,0.0,1,3820.3,3635.3,0.0,0.0,5.838347826086957,0.37953488381611683,1,Ruim / Não recomendado
CARBOSTORM DO BRASIL LTDA,17.0,0.0,1,2504.2,2379.0,0.0,0.0,16.15625,0.3683720931703624,1,Ruim / Não recomendado
CARGILL AGRICOLA S/A,0.0,0.0,1,800.0,800.0,0.0,0.0,800.0,0.4,3,Médio
CARMEM LUCIA DE SOUZA LUVAS,7.0,0.0,1,3476.0,3476.0,0.0,0.0,8.690000000000001,0.3869767442466198,1,Ruim / Não recomendado
CARVALHO IND COM DE PECAS E MAQUINAS AGRICOLAS LTDA,8.0,0.0,1,3329.93,3450.7,345.07,0.09999999997102038,3450.704,0.46997720451953523,5,Ótimo / Recomendado
CASA DAS CORREIAS E BORRACHAS DIVINOPOLIS LTDA,7.2,2.7748873851023217,5,31712.03,30687.95,0.0,0.0,79.54241176470589,0.3920100566061514,2,Ruim / Não recomendado
CASA DAS CORRENTES LTDA FILIAL,2.3636363636363638,2.8380531098880892,11,19742.82,17861.12,0.0,0.0,242.23485714285712,0.409116050470981,4,Bom
CASA DAS LONAS,0.0,0.0,1,720.0,720.0,0.0,0.0,720.0,0.4,3,Médio
CASA DOS MOTORES LTDA,38.0,0.0,1,2338.0,3616.5,1278.5,0.353518595229222,3616.5,0.6293014773009677,5,Ótimo / Recomendado
"CASTRO, CASTRO JUNIOR & GUIDOTI LTDA - ME",2.0,0.0,1,135.6,135.6,0.0,0.0,33.9,0.3962790697847485,3,Médio
CATRAL REFRIGERACAO E ELETRODOMESTICOS LTDA,1.0,0.0,1,2579.0,2579.0,0.0,0.0,2579.0,0.39813953489237425,3,Médio
CENTRALSUL INDUSTRIA E COMERCIO LTDA,8.0,0.0,1,3298.53,3006.48,0.0,0.0,14.725913043478261,0.3851162791389941,1,Ruim / Não recomendado
CENTRALSUL LTDA,5.4,1.9493588689617927,5,22767.64,20066.440000000002,0.0,0.0,15.00098064516129,0.3953588937998777,2,Ruim / Não recomendado
CESER DIOGO SABINO EPIS CGS,11.0,0.0,1,2190.0,2190.0,0.0,0.0,14.333333333333334,0.37953488381611683,1,Ruim / Não recomendado
CG LISITA COMERCIO IMPORTACAO E EXP,1.0,0.0,3,10225.0,10225.0,0.0,0.0,44.81818181818182,0.4008422375829026,4,Bom
CGF REPRESENTACOES LTDA,2.0,0.0,1,2980.0,2980.0,0.0,0.0,2980.0,0.3962790697847485,3,Médio
CGS DISTRIBUIDORA DE EPIS LTDA,5.0,1.4142135623730951,2,5755.0,5755.0,0.0,0.0,39.5,0.3920490258071355,2,Ruim / Não recomendado
CH DISTRIBUICAO E REPRESENTCAO,2.0,0.0,2,6865.55,6845.25,0.0,0.0,11.123083333333334,0.39763042113001273,3,Médio
CHAPEUS IDEAL,0.0,0.0,1,1962.9,1962.9,0.0,0.0,34.4,0.4,3,Médio
CHIAPERINI INDUSTRIAL LTDA,7.666666666666667,4.041451884327381,3,11900.22,11876.08,0.0,0.0,786.8671428571428,0.38843913686539766,2,Ruim / Não recomendado
CHURRASQUEIRA PATINI LTDA ME,3.25,3.862210075418823,4,5085.0,5085.0,0.0,0.0,90.38461538461539,0.3980075424360089,3,Médio
CIA INDUSTRIAL H. CARLOS SCHNEIDER,8.555555555555555,4.362084109434134,9,138369.03,124329.2,0.0,0.0,146.45975726495726,0.3948934981746488,2,Ruim / Não recomendado
CICLONE HIGIENIZACAO E LIMPEZA LTDA,2.5,3.0,4,1430.2,1430.6399999999999,0.44,0.0003075546606361107,47.263999999999996,0.39966388499787064,3,Médio
CIKALA COMERCIO E SERVIÇOS EIRELI,4.0,0.8164965809277259,4,2621.3999999999996,2592.77,0.0,0.0,249.0225,0.3966121936052896,3,Médio
CLCFIX INDUSTRIA E COMERCIO F LTDA,8.0,0.0,1,2307.56,2307.56,0.0,0.0,10.081642857142857,0.3851162791389941,1,Ruim / Não recomendado
CLEISON VITOR DE ANDRADE 08405656669,2.0,0.0,1,177.0,177.0,0.0,0.0,59.0,0.3962790697847485,3,Médio
COBRA CONEXOES BRASIL IND METALURGICA LTDA,5.0,0.0,1,6895.68,6678.6,0.0,0.0,5.264166666666667,0.3906976744618713,2,Ruim / Não recomendado
COBRA ENGENHARIA IND E COM LTDA,0.75,1.5,4,1373.15,1422.51,49.36,0.03469922880352389,148.959,0.4321047918761883,5,Ótimo / Recomendado
COE COELHO E CIA LTDA.,2.111111111111111,1.6914819275153699,9,10354.0,10354.19,0.19,1.8350059249603293e-05,238.69899999999998,0.4068987342316619,4,Bom
COED LTDA,1.0,0.0,1,1140.0,1140.0,0.0,0.0,95.0,0.39813953489237425,3,Médio
COFER IMPORTADORA E DISTRIBUIDORA LTDA,4.0,2.0207259421636903,25,34383.7,32786.08,0.0,0.0,27.07961194029851,0.42499057185583744,5,Ótimo / Recomendado
COLSON DO BRASIL LTDA.,12.4,5.941380311005179,5,32839.06,30250.0,0.0,0.0,24.163835616438355,0.3823356380464975,1,Ruim / Não recomendado
COM. DE ROLAMENTOS PEC. E RE,4.25,6.21373197975895,44,9501.0,10474.11,973.11,0.09290622304970005,44.78080898876405,0.5290422117778835,5,Ótimo / Recomendado
COMERCIAL HIDRAULICA EIRELI,0.0,0.0,1,51.0,51.0,0.0,0.0,25.5,0.4,3,Médio
COMERCIAL SOUZA INDUSTRIA E COM DE ESTOPAS LTDA,2.6666666666666665,2.8867513459481287,3,3695.0,3695.0,0.0,0.0,140.85,0.3977414624035264,3,Médio
COMERCIAL TEM DE TUDO EIRELI,0.0,0.0,4,2051.62,2051.62,0.0,0.0,271.7066,0.4040540540357926,4,Bom
COMERCIAL VIPASA EIRELI,1.0,0.0,6,17405.66,17405.66,0.0,0.0,21.69630769230769,0.40489629161869517,4,Bom
COMERCIO DE TINTAS M E M LTDA,4.333333333333333,5.573747990954262,6,4303.05,4382.34,99.28999999999999,0.022656845424440627,52.4590612244898,0.4179215499547337,5,Ótimo / Recomendado
CONDOR ATACADISTA DE MATERIAIS PARA CONSTRUCAO S/A,3.2058823529411766,2.3712854430469603,34,103845.42,103054.98,0.0,0.0,21.06908108108108,0.4386301621369179,5,Ótimo / Recomendado
CONDOR EQUIPAMENTOS INDUSTRIAIS LTD,8.0,1.4142135623730951,2,14006.36,13279.5,0.0,0.0,72.351,0.3864676304842583,1,Ruim / Não recomendado
CONECFIT IMPORTACAO EXPORTACAO LTDA,7.0,1.4142135623730951,2,6935.66,6824.37,0.0,0.0,3.5490357142857145,0.388328095591884,2,Ruim / Não recomendado
CONEXAO PRIMEIRA TECNOLOGIA EM USINAGEM EIRELI,14.5,9.192388155425117,2,16075.150000000001,16075.150000000001,0.0,0.0,7.621617647058823,0.37437460728469096,1,Ruim / Não recomendado
CONSTRULAR COMERCIAL LTDA,0.0,0.0,1,180.0,207.16,27.16,0.13110639056233642,69.053,0.5112580962964673,5,Ótimo / Recomendado
CONTROLTECH MANGUEIRAS LTDA,0.0,0.0,1,280.0,280.0,0.0,0.0,2.8,0.4,3,Médio
CORDAS MONTIBELLER LTDA,2.0,0.0,1,12883.95,12883.95,0.0,0.0,13.161833333333334,0.3962790697847485,3,Médio
CORREIAS SCHNEIDER LTDA,12.0,0.0,1,118.22,111.0,0.0,0.0,111.0,0.37767441870849106,1,Ruim / Não recomendado
CORTE E DOBRA GOIAS LTDA,1.0,0.0,1,142.88,142.88,0.0,0.0,142.88,0.39813953489237425,3,Médio
CSM COMPONENTES SISTEMAS E MAQUINAS P/ CONSTRUCAO LTDA,8.0,0.0,1,15850.0,15850.0,0.0,0.0,15850.0,0.3851162791389941,1,Ruim / Não recomendado
D ROCHA MATERIAIS DE CONSTRUCOES UNIPESSOAL LTDA ME,0.0,0.0,2,1800.0,1800.0,0.0,0.0,138.2916,0.40135135134526423,4,Bom
DACARI ACESSORIOS LTDA,1.3636363636363635,1.8040358795061298,11,2253.05,2253.05,0.0,0.0,52.299214285714285,0.41097651557860676,4,Bom
DAISAN PRODUTOS INDUSTRIAIS LTDA,12.484848484848484,11.90619904745321,33,94977.95,89721.92,0.0,0.0,213.3722,0.4200156180683991,5,Ótimo / Recomendado
DAL'S INDUSTRIA E COMERCIO LTDA - ME,11.666666666666666,1.1547005383792517,3,26230.95,26230.95,0.0,0.0,36.727037037037036,0.3809972764348947,1,Ruim / Não recomendado
DECORLUMI E-COMMERCE LTDA,4.0,0.0,1,3540.67,3540.67,0.0,0.0,147.528,0.39255813956949703,2,Ruim / Não recomendado
DELTATOP COMERCIO ELETRONICO EIRELI,10.0,0.0,1,971.0,924.4,0.0,0.0,46.22,0.3813953489237426,1,Ruim / Não recomendado
DENIS MARCELO VIEIRA DE SOUZA,1.3898305084745763,1.0341904905660868,59,111931.45,112095.48,164.03,0.0014633061029627307,9.688213362068966,0.47703442195927587,5,Ótimo / Recomendado
DENVER SOLDAS S.A,4.0,0.0,1,19372.99,18190.6,0.0,0.0,48.344166666666666,0.39255813956949703,2,Ruim / Não recomendado
DGOIAS DISTRIBUIDORA DE TINTAS,1.5217391304347827,1.0695612898085853,46,213102.43,214833.52,1731.09,0.008057820772065467,27.536092009685227,0.4648176092564674,5,Ótimo / Recomendado
DINIZ VEDACOES INDUSTRIAIS LTDA,4.0,0.0,1,4194.0,3938.03,0.0,0.0,787.606,0.39255813956949703,2,Ruim / Não recomendado
DISEL DISTRIBUIDORA LTDA,9.0,7.0710678118654755,2,7078.860000000001,7078.860000000001,0.0,0.0,402.13800000000003,0.38460716537663253,1,Ruim / Não recomendado
DISNAROL DIST.NAC. ROL LTDA,2.0,1.7320508075688772,3,4701.53,4701.53,0.0,0.0,148.69428571428574,0.3989817724752769,3,Médio
DISTRIBUIDORA CUMMINS CENTRO OESTE LTDA,2.0,0.0,1,9471.8,12785.23,3313.43,0.259160765957346,3894.94,0.6162052940631846,5,Ótimo / Recomendado
DISTRIBUIDORA DE RADIADORES SAO LUCAS,73.2,163.6801759529846,5,1150.0,1150.0,0.0,0.0,230.0,0.2692193595028523,1,Ruim / Não recomendado
DLS DISTRIBUICAO E COMERCIO DE COMPONENTES INDUSTR,1.0,0.0,2,2824.2,2824.2,0.0,0.0,840.9599999999999,0.39949088623763845,3,Médio
DM DISTRIBUICAO E SERVICOS,1.0,0.0,1,199.98,199.98,0.0,0.0,16.665,0.39813953489237425,3,Médio
DOCOL METAIS SANITARIOS LTDA,12.25,10.384647759597293,12,21811.56,21811.56,0.0,0.0,107.26666666666667,0.3920741672294907,2,Ruim / Não recomendado
DUBESSER EQUIPAMENTOS LABORATORIAIS,4.0,0.0,1,745.52,745.52,0.0,0.0,93.19,0.39255813956949703,2,Ruim / Não recomendado
DUNAX LUBRIFICANTES LTDA GO,2.0,0.0,1,4378.0,4378.0,0.0,0.0,198.95833333333334,0.3962790697847485,3,Médio
DUTRA MAQUINAS COMERCIAL E TECNICA LTDA,5.0,0.0,1,172.51,161.15,0.0,0.0,161.15,0.3906976744618713,2,Ruim / Não recomendado
DVT COMERCIO IMPORTACAO E EXPORTACAO LTDA,6.5,0.7071067811865476,2,2613.6400000000003,2363.5,0.0,0.0,12.41,0.3892583281456969,2,Ruim / Não recomendado
DWD COMPONENTES AUTOMOTIVOS LTDA,3.0,2.8284271247461903,2,5959.719999999999,5959.719999999999,0.0,0.0,28.651439999999997,0.39576995602238696,2,Ruim / Não recomendado
EDMILSON DE SOUZA NOGUEIRA,0.08333333333333333,0.7748982447519326,108,80066.11,80066.11,0.0,0.0,430.4997417218543,0.5444395551842988,5,Ótimo / Recomendado
EDPAR COMERCIO DE PARAFUSOS E FERRAMENTAS LTDA,1.0,0.0,1,480.0,480.0,0.0,0.0,48.0,0.39813953489237425,3,Médio
EDUARDO SOARES SILVA FACAS,0.0,0.0,1,1802.0,1802.0,0.0,0.0,56.5,0.4,3,Médio
ELAINE DO CARMO SOUZA,2.0,0.0,1,110.0,110.0,0.0,0.0,110.0,0.3962790697847485,3,Médio
ELASTICK FABRICACAO DE ARTEFATOS DE BORRACHA EIREL,6.0,2.6457513110645907,3,6753.44,6753.44,0.0,0.0,0.9523999999999999,0.39153991204477395,2,Ruim / Não recomendado
ELCIONE CAETANO DE FARIA OLIVEIRA,1.3333333333333333,0.5773502691896258,3,4402.889999999999,4402.889999999999,0.0,0.0,13.61,0.4002220825470274,4,Bom
ELETRO G,0.0,0.0,1,140.0,140.0,0.0,0.0,70.0,0.4,3,Médio
ELETRO MOTOR RIO,0.0,0.0,1,1500.0,1500.0,0.0,0.0,1500.0,0.4,3,Médio
ELETRO REI DIST MAT ELET HIDRAUL LTDA ME,0.0,0.0,2,195.0,228.25,33.25,0.1456736028667093,15.2,0.5249713188089529,5,Ótimo / Recomendado
ELETROAGIL,0.0,0.0,1,60.0,60.0,0.0,0.0,12.0,0.4,3,Médio
ELI JAINE DE FREITAS SILVA EIRELI - ME,0.0,0.0,1,989.99,989.99,0.0,0.0,494.995,0.4,3,Médio
ELIONAIA FARIA DE LIMA CORREIA,2.6666666666666665,3.3166247903553994,9,436.0,436.0,0.0,0.0,7.377777777777776,0.40584957047511155,4,Bom
ENBGRE E CORS ENGRENAGENS E CORRENTES LTDA,1.0,0.0,1,599.0,599.0,0.0,0.0,29.95,0.39813953489237425,3,Médio
ENERGY CONDUTORES DO BRASIL LTDA,10.0,0.0,1,23298.09,23298.09,0.0,0.0,8.110444444444445,0.3813953489237426,1,Ruim / Não recomendado
ESFERA ESTAMPARIA DE FERRO E ACO LTDA,18.0,0.0,1,2775.0,2775.0,0.0,0.0,185.0,0.3665116280627366,1,Ruim / Não recomendado
ESPIRAL FLEX COMERCIO E DISTRIBUICAO DE PRODUTOS PLASTICOS LTDA,7.0,0.0,1,3805.0,3805.0,0.0,0.0,2.5366666666666666,0.3869767442466198,1,Ruim / Não recomendado
ETILUX IMPE DIST DE ART DE CUTELARIA S.A,9.333333333333334,1.5275252316519465,3,22838.309999999998,21718.440000000002,0.0,0.0,42.76583333333333,0.3853383616860215,1,Ruim / Não recomendado
EVOLUCAO PECAS LTDA,5.0,0.0,1,2490.0,3798.98,1308.98,0.34456090836367637,3798.98,0.6830952498836211,5,Ótimo / Recomendado
EXATRON IND ELETR LTDA,5.5,7.7781745930520225,2,22709.38,21994.56,0.0,0.0,10.91,0.3911187932533226,2,Ruim / Não recomendado
